i6653_2	PFI1475w	merozoite surface protein 1, precursor	2.447	2.33626721	1.09831705	1.04616578	0.92062956	0.6405021	0.567	0.50325866	0.37221386	0.39307841	0.241	0.24393757	0.1779855	0.08	0.065661103	0.05373357	0.04164952	0.043	0.02714184	0.02	0.03715732	0.06640914	0.13893264	0.1799325	0.3049206	0.327	0.62323242	0.76468207	0.979	1.18710254	1.72677144	1.71577043	2.55656008	2.69446228	2.859549	2.09303875	2.62567979	3.35916104	3.11057282	3.46709997	2.9718548	2.99363874	1.8428386	1.20913438	1.6956534	1.2797171
l2_58	PFL0320w	hypothetical protein	1.658	1.91666903	0.71600212	1.10182631	0.67707678	0.77494413	0.656	0.7424545	0.5817468	0.67516998	0.713	0.258135	0.53110873	0.466	0.452893232	0.19741245	0.10302776	0.533	0.45565394	0.318	0.36878641	0.40593755	0.28057175	0.6373609	0.74918659	0.736	0.92527962	0.68041466	0.889	1.35335714	1.47540003	1.98391096	2.18817699	2.56302511	2.06021087	1.55100947	2.055278	1.70109829	1.67527389	2.29793124	1.6109687	1.88205447	1.5167537	1.18392026	1.8114665	1.1478811
f8511_1	PFI1475w	merozoite surface protein 1, precursor	1.9	1.94805167	0.78307495	1.40922443	0.73796499	0.51493831	0.541	0.39431796	0.39824277	0.23276407	0.197	0.21812407	0.1865288	0.078	0.069870144	0.0502292	0.03397724	0.048	0.02796432	0.026	0.03808625	0.06827982	0.15426936	0.1719355	0.27623183	0.417	0.55333721	0.80054057	1.154	1.28189023	1.53542903	1.92715728	2.31129202	2.82159008	2.88311687	2.51054787	3.30597548	3.27308998	3.65307493	4.53851207	2.600373	2.31931277	2.4835264	1.7340478	2.8751836	1.5763477
f24631_1	MAL7P1.84	hypothetical protein	1.565	1.53658972	1.08490256	1.09550125	0.86583023	0.88148309	0.621	0.71640351	0.43208039	0.54260237	0.449	0.47238705	0.42716522	0.396	0.377972242	0.34109133	0.39567044	0.372	0.44578416	0.427	0.47840048	0.60703565	0.55302406	0.7397225	0.77541632	0.692	0.90780579	0.94487097	1.095	1.00204097	1.59358215	1.39745638	1.93425212	2.26783019	2.50308744	2.07014891	2.02126319	2.4147706	2.25530759	3.2937448	2.4522658	2.61696443	1.6487951	0.97189194	1.2235896	1.1547003
f41772_4	NULL	#N/A	1.481	1.00540854	0.66988961	0.91839945	0.70752085	0.59991582	0.523	0.45944556	0.4763296	0.27746713	0.209	0.16907842	0.13384509	0.107	0.111118787	0.06775102	0.05809012	0.086	0.0452364	0.053	0.03529945	0.05986176	0.0631512	0.1343496	0.20328039	0.34	0.51755747	0.8588106	0.876	1.68887525	2.38333847	2.38200916	2.74796556	3.89894408	4.02124065	3.78413338	4.47686905	3.91862296	2.29056442	2.77237659	1.6279646	1.56728125	1.623535	1.21257271	1.3394026	1.2217548
m35930_8	MAL13P1.228	hypothetical protein	1.403	1.16464661	0.49466188	1.0284556	0.7063031	0.61386736	0.505	0.4985221	0.55832075	0.27284267	0.22	0.18327586	0.16232278	0.087	0.146474762	0.07359162	0.08658716	0.168	0.10363248	0.155	0.09753796	0.09166332	0.18313847	0.1855304	0.18278842	0.361	0.44683018	0.86687876	1.048	1.62041762	2.28110162	3.02933018	3.20002828	3.18896788	2.55906068	2.81452355	3.7429348	3.51934887	2.24507163	3.10865907	1.907183	1.66474243	1.901396	1.80166766	1.8328666	1.3297237
opfg0018	NULL	#N/A	1.46	1.2076526	0.70845647	1.02339554	0.60279319	0.55425629	0.516	0.454709	0.49715275	0.27284267	0.195	0.16262505	0.12245403	0.116	0.120378693	0.04322048	0.0438416	0.185	0.04852632	0.095	0.03994412	0.06173244	0.03247776	0.1111583	0.17295227	0.267	0.30038305	0.77006088	0.589	1.64072922	1.88340953	2.4206676	2.70179734	3.44106868	3.39178655	3.08920073	3.22355509	3.21451383	1.85951982	2.39177758	1.6376765	1.2801658	1.5511992	0.7243346	0.8207617	0.8773904
opfblob0012	PFI1475w	merozoite surface protein 1, precursor	2.055	2.22352197	1.13520712	1.52687071	1.11060077	0.53015819	0.601	0.55654486	0.40605147	0.36841466	0.241	0.258135	0.17940939	0.09	0.073237381	0.07125538	0.04603368	0.052	0.03372168	0.029	0.04458878	0.08230992	0.13803048	0.1711358	0.31229771	0.356	0.65069126	0.79067951	1.163	1.30069729	1.88903728	2.0357295	1.82845026	2.17302297	3.39375062	1.77624465	1.81979109	3.53249851	3.48930092	4.85133281	3.0823283	2.50501572	2.0690312	1.57817829	1.9524562	1.5490713
ks1030_1	PF11_0415	hypothetical protein	1.728	1.63771174	1.03711316	1.6596971	1.34684692	0.94870414	0.652	0.62285662	0.65202493	0.32371163	0.226	0.24393757	0.14950782	0.102	0.154892856	0.07359162	0.06137824	0.134		0.072	0.05852278	0.0607971	0.0541296	0.1183556	0.22459204	0.294	0.44433391	0.6346951	0.897	1.33831149	2.54560443	2.2347787	2.74700356	3.82783873	4.66149725	3.51586552	3.924783	2.77937713	1.91069922	1.63709683	1.561195	1.58045166	1.1332596	0.86759698	0.7087253	0.7932882
e5708_1	PFE1120w	hypothetical protein	1.047	0.94380544	0.85685498	0.68816711	0.61740638	0.69377158	0.538	0.62640898	0.38652975	0.37303913	0.364	0.28136714	0.42716522	0.407	0.308102091	0.16120069	0.18194263	0.412	0.13406424	0.226	0.17556833	0.22635228	0.28778905	0.4150443	0.49754515	0.615	0.73306775	1.03362068	1.256	1.4977955	1.21371121	1.67464462	1.96887823	2.92501602	3.13057771	3.43437802	3.08618766	3.78593004	2.57489467	3.10083849	1.3681701	1.34206689	1.6924261	1.38448753	1.32052	1.169475
opfg0013	NULL	#N/A	1.596	1.19021778	0.64473728	0.92851958	0.70143203	0.71152807	0.575	0.50681107	0.44899921	0.31137978	0.185	0.16391573	0.1509317	0.052	0.046299495	0.04672484	0.03397724	0.038	0.02549688	0.01	0.01486293	0.03086622	0.0315756	0.0991628	0.18032938	0.248	0.3270098	0.77812899	0.689	1.84008429	2.15635397	2.63534446	3.12981429	4.61215262	3.66281526	3.89583555	3.51529735	4.04175226	2.57716942	3.14906499	1.9605987	1.43294286	1.8325048	0.82519131	0.8736329	1.066052
m47001_2	PF13_0255	hypothetical protein	1.59	1.14372488	0.74870014	0.97405999	0.65272152	0.65699029	0.469	0.49141726	0.54790919	0.23430556	0.264	0.17424113	0.15805113	0.126	0.100175273	0.05840605	0.08110696	0.085	0.10034256	0.132	0.09103543	0.08698662	0.25891992	0.1559415	0.22131334	0.336	0.4343489	0.84626013	0.894	1.504566	1.92749348	2.35733367	2.45268175	3.06184008	3.0608567	2.95735572	4.51742532	3.84809251	2.67497899	3.66391657	1.9933765	1.92156573	1.8749878	1.78447619	1.8328666	1.6331735
i16129_1	PFI0410c	hypothetical protein	1.178	1.00657085	0.73277035	0.73750258	0.63323726	0.65825859	0.57	0.75903243	0.60647429	0.72603894	0.561	0.52530473	0.59233576	0.427	0.594317129	0.56887491	0.77270818	0.559	0.51322753	0.505	0.60194859	0.66502676	0.94546366	0.8180931	0.72459624	0.708	0.88034696	1.06947913	1.268	0.98398614	1.45851687	1.25598342	1.89962612	2.68261147	2.39997868	2.14064947	2.32216324	2.87740249	1.86975578	2.56904273	1.4033759	1.55279372	1.2825237	1.06587208	1.2991197	0.9535369
ks595_2	PF11_0417	hypothetical protein	0.949	1.32504706	0.69336509	0.76406782	0.86339467	0.97533884	0.547	0.79574073	0.27200243	0.56880758	0.315	0.30072727	0.38302479	0.391	0.250017265		0.1041238	0.385	0.11267976	0.142	0.09382224	0.19455072	0.19216008	0.3014869	0.39262624	0.462	0.83458228	1.36889743	1.189	1.46469502	1.55981583	1.30862451	2.9441801	3.6091358	4.03400651	3.20273373	2.19657025	3.26233131	1.86406919	1.92515281	1.3499602	1.77405692	1.3433776	1.45096137	1.3519909	1.2535772
f16382_1	NULL	#N/A	1.042	0.97286353	0.79816634	0.53004045	0.6636814	0.50352346	0.357	0.50444279	0.22384889	0.32371163	0.174	0.19618259	0.15805113	0.058	0.056401204	0.03854799	0.03616932	0.043	0.0328992	0.025	0.02043653	0.02618952	0.02796696	0.0647757	0.15409965	0.208	0.47096066	0.89556555	1.144	1.15174529	1.39848798	1.61706839	2.69410275	3.83753499	4.27361201	4.35820861	3.30728396	4.37408193	2.61128902	2.37613642	1.4604335	1.67396169	1.1929653	1.40855564	1.4375918	1.2365295
ks97_9	PF11_0194	hypothetical protein	1.159	0.94031852	0.83589475	0.52624542	0.66124583	0.50986505	0.452	0.46891865	0.31755307	0.29288196	0.248	0.16262505	0.1509317	0.232	0.077446428	0.03621175		0.072			0.03901519	0.03367224	0.06044472	0.0671748	0.18524745	0.296	0.68397471	0.95831788	1.301	1.42256718	1.67237019	1.72152803	2.71333945	3.84076707	4.04775475	4.05881055	3.68144631	3.28623991	2.47822235	2.41784598	1.563623	1.72796046	1.2779311	1.71800235	1.6339704	1.3933686
kn5587_2	MAL7P1.119	hypothetical protein	1.219	1.16115969	0.53406719	0.61353132	0.68681891	0.57581773	0.344	0.44878831	0.26679663	0.26513526	0.165	0.1497183	0.1423884	0.06	0.054717583	0.03621175	0.027401	0.039	0.01891704	0.018	0.01579186	0.02431884	0.02526048	0.0543796	0.12377152	0.18	0.44766226	0.76557852	1.041	1.20139595	1.77273116	1.79884471	3.06921866	3.85046307	3.95741185	3.55889841	4.03336859	3.64486915	2.7739258	2.829727	1.4968534	1.93605325	1.2963019	1.50368193	1.4401096	1.2944918
m36656_1	PF13_0197	merozoite surface protein 7	2.016	1.9980315	1.00860719	1.02339554	1.22994163	0.94109416	0.602	0.69864139	0.48023393	0.43315699	0.252	0.21038003	0.14950782	0.105	0.085022712	0.07709599	0.05699408	0.067	0.03783408	0.035	0.04180199	0.06453846	0.07127064	0.207922	0.25901858	0.259	0.37277454	0.56566751	0.627	1.2405147	2.11414601	1.98226604	3.08460807	4.22322776	4.18523294	3.23386394	3.05740582	3.91623198	2.7739258	3.32242016	2.6428628	2.76447323	1.3020429	0.53981261	0.6848074	0.7580562
f51805_1	PF07_0072	calmodulin-domain protein kinase, putative	1.902	1.43895468	0.83002591	0.82478849	0.68803666	0.60245247	0.527	0.53878281	0.48283683	0.42699108	0.316	0.27233242	0.30898282	0.151	0.188565222	0.1506876	0.17865452	0.131	0.17272079	0.222	0.18485767	0.24692976	0.42311305	0.3798575	0.43606923	0.519	0.52504625	0.83639907	0.949	1.15099297	1.39754998	1.67053194	2.19202429	2.90131441	2.30767171	2.22488376	2.72772423	3.36872465	3.27775909	3.73299785	2.5663813	2.48262604	1.6763516	1.83719675	1.7069829	1.5149758
m35930_9	MAL13P1.228	hypothetical protein	1.573	1.34480649	0.62210021	1.03478066	0.7209163	0.79270063	0.593	0.50444279	0.6663409	0.27130118	0.236	0.15359033	0.14950782	0.102	0.098491652	0.08527283	0.09097132	0.136	0.06250848	0.122	0.0901065	0.0982107	0.14705208	0.1535424	0.19672296	0.322	0.35197238	0.67324295	0.849	1.44889706	2.31205406	2.89443737	3.0442109	3.56819649	2.9498919	3.28147466	4.12887158	3.57672968	2.43386706	2.99004766	1.918109	1.79776371	2.0150664	1.35125074	1.6868416	1.3183585
opfg0017	NULL	#N/A	1.626	1.17510759	0.82834906	0.8981592	0.57113133	0.59357422	0.567	0.50799519	0.57003378	0.31908719	0.241	0.21554272	0.13526898	0.103	0.101017078	0.08060035	0.06905052	0.102	0.0657984	0.052	0.05480705	0.05518506	0.05683608	0.1303511	0.18934585	0.351	0.42519593	0.94038866	0.713	1.95443127	2.08037969	3.00958964	2.89897365	4.08317162	3.75315816	3.29337712	4.26623901	3.87080548	2.71251057	2.39829468	2.0565041	1.49220974	1.8382457	1.14151459	1.4174505	1.3183585
ks97_10	NULL	#N/A	1.064	0.97170122	0.80571203	0.62744644	0.58452671	0.56186619	0.403	0.50444279	0.26939953	0.32371163	0.212	0.21425204	0.23066921	0.196	0.253384508	0.06541478	0.09425944	0.238	0.0863604	0.146	0.06038064	0.08230992	0.07307496	0.1095589	0.21967398	0.312	0.50257992	0.95114617	1.202	1.2502943	1.53824291	1.59321546	2.44402517	3.24068072	3.34857916	3.56988535	3.19738989	3.4930493	2.12906489	2.10893522	1.3584581	1.45533254	1.1837798	1.43720809	1.5156397	1.2035705
i4394_2	PFI0785c	transporter, putative	1.734	1.3866501	0.77636766	1.14230674	0.75257812	0.71786967	0.612	0.45234072	0.49975565	0.25588633	0.434	0.1703691	0.16517054	0.247	0.328305498	0.10279465	0.11837232	0.477	0.164496	0.167	0.15513181	0.11972353	0.15156288	0.2071223	0.21311653	0.446	0.48760242	0.9699719	0.901	1.81751564	1.87121624	2.42478008	2.27185662	3.06507216	2.63369174	2.72021785	3.79526519	3.68073204	1.91297397	2.5807736	1.7068742	1.48694148	1.9473234	1.146099	1.6868416	1.3194951
ks127_5	PF11_0464	hypothetical protein	1.169	1.08328408	0.54580493	0.60720623	0.68438334	0.60372081	0.431	0.53286209	0.26809808	0.29442344	0.215	0.18714787	0.21785425	0.233	0.379655863	0.07475975	0.12714064	0.356		0.287	0.05759385	0.06173244	0.07848792	0.1151568	0.24098563	0.316	0.48427407	0.92245944	0.975	1.18785485	1.5147941	1.5792326	2.68063688	3.35488044	3.41830018	3.30161749	2.47130511	3.47511799	2.0915333	1.66577203	1.2965445	1.59493903	1.1194814	0.93865509	1.2210719	1.0058166
n140_2	PF14_0495	hypothetical protein	1.422	0.95310403	0.61455451	0.81846343	0.61009975	0.53396315	0.45	0.39194968	0.39563988	0.24663743	0.157	0.14068357	0.09824799	0.065	0.057243015	0.03387551		0.068	0.01809456		0.01393399	0.01590078	0.022554		0.09590244	0.213	0.33616276	0.81667689	0.896	1.83857966	1.81869088	2.56131801	2.75854568	3.43352724	4.11649361	4.12107052	4.26885566	4.4003815	3.05598157	2.68635082	1.6328206	1.28543398	1.5236428	0.98564516	1.2147777	1.1433351
i4344_1	NULL	#N/A	1.812	1.46220109	1.08071052	1.02213054	0.82199071	0.88528808	0.61	0.83244902	0.6507235	0.65050623	0.473	0.37816779	0.38872033	0.276	0.313994754	0.19741245	0.21482383	0.246	0.22289208	0.168	0.16349221	0.21045149	0.31665817	0.4046482	0.5270536	0.555	0.75803036	1.11250939	1.402	1.72949864	1.43975782	1.61295581	1.99677151	2.46390853	3.00488322	2.36771571	2.46607197	2.73753694	1.97438919	2.24840126	1.6376765	1.72005815	2.0288446	1.6469443	1.7044653	1.1547003
m36754_18	PF13_0326	actin-depolymerizing factor, putative	2.323	1.88296165	1.20227995	0.96014487	0.79763539	0.57074443	0.438	0.4985221	0.43338186	0.3668732	0.171	0.22199611	0.24348417	0.111	0.151525626	0.10980337	0.16440601	0.163	0.08142552	0.257	0.19321807	0.27966666	0.32748408	0.2830938	0.33360936	0.303	0.34947611	0.5611852	0.675	1.00805925	1.17525513	1.58992534	2.21799381	2.62874382	2.73778265	2.87129016	2.74342316	4.48884354	3.20951989	3.03436418	2.4656197	2.64857336	1.7107972	1.66872011	1.490463	1.4217816
ks349_12	PF11_0373	hypothetical protein	1.428	1.41105889	1.06981118	1.13471668	0.77328013	0.66840518	0.577	0.49733794	0.44769778	0.32833609	0.321	0.21296138	0.23494087	0.11	0.16499456	0.08293659		0.133		0.028	0.04644665	0.0420903	0.09562896	0.1303511	0.19836232	0.337	0.53752758	1.08023675	1.282	1.72724177	1.50447659	2.47084103	2.4661474	3.14910585	3.15610942	2.74677	2.82453539	2.84990758	1.74237571	1.9420973	1.8416273	1.77273982	1.8738395	1.85782654	2.1941529	1.4399657
c76	PFC0120w	Cytoadherence linked asexual protein, CLAG	1.69	1.32156007	0.75373058	0.85767878	0.79398214	0.66713688	0.565	0.47839177	0.42427173	0.28363306	0.198	0.16133438	0.11106295	0.074	0.064819293	0.04205235	0.03397724	0.04	0.01973952	0.016	0.01672079	0.02151282	0.03518424	0.0647757	0.14016511	0.264	0.45265481	0.82474505	0.899	1.73927832	1.99408801	2.22984356	3.53859455	4.80607616	4.12140366	2.87129016	5.72102554	5.4212794	3.65193769	4.12402409	2.0115863	1.94132135	1.6200905	1.07618697	1.2185542	1.1069666
n150_50	PF14_0102	rhoptry-associated protein 1	1.452	1.29133967	0.56592676	0.94496468	0.71604523	0.5504513	0.41	0.39550208	0.43208039	0.2512619	0.189	0.15100897	0.11248684	0.054	0.049666731	0.03621175	0.02301684	0.027	0.01398216	0.012	0.01393399	0.01683612	0.0270648	0.0511808	0.10737795	0.201	0.38691999	0.89556555	1.035	1.56851008	1.90685844	2.52923981	3.21637968	4.52165477	4.49554113	3.43529377	5.0511958	4.42668108	3.02413645	3.69519858	1.8756191	1.80566602	1.6878335	1.48305214	1.9021028	1.3138125
f41772_3	NULL	#N/A	1.49	0.96937654	0.70258758	0.97659005	0.66733465	0.55425629	0.503	0.44405175	0.48543973	0.2990479	0.224	0.1910199	0.16089889	0.137	0.136373058	0.06891914	0.06247428	0.121	0.05675112	0.055	0.04087305	0.0561204	0.06224904	0.1167562	0.16311612	0.333	0.40356172	0.85791415	0.849	1.5316482	2.07756581	2.19858802	2.57194949	3.48524008	3.37902069	3.67884074	4.26623901	4.35734597	2.94566129	2.79844498	1.5053513	1.55279372	1.629276	1.07504089	1.5332635	1.1842497
f67779_1	NULL	#N/A	1.211	1.05655067	0.60700882	0.93357956	0.82199071	0.648112	0.572	0.600358	0.38392685	0.40232734	0.238	0.2374842	0.29474399	0.19	0.235706521	0.08994532	0.12823668	0.152	0.0945852	0.141	0.0956801	0.09914604	0.11998728	0.1535424	0.23196915	0.32	0.37693497	0.66696774	0.623	1.50531823	1.67987383	1.96828309	2.33149049	3.82783873	3.38884056	3.26499393	3.06525544	3.71061793	1.90387538	1.87692631	1.5296312	1.60942655	1.4501589	0.76559411	0.7704082	0.8796634
opfn0248	PF14_0102	rhoptry-associated protein 1	1.796	1.43081832	0.72354781	1.02592553	0.72578736	0.5187433	0.479	0.4582614	0.4711238	0.32987758	0.227	0.16778774	0.12103014	0.082	0.076604617	0.05490169	0.05041784	0.051	0.0328992	0.028	0.02786799	0.03367224	0.04240152	0.0647757	0.1172141	0.223	0.43351683	0.80771228	0.897	1.77162648	2.17417513	2.6460372	3.4289454	4.60030156	5.00421104	2.9536934	4.40099011	4.54741941	3.33462508	3.65739932	1.904755	1.78854445	1.6430542	1.08764795	1.4375918	1.2944918
f53897_2	MAL7P1.119	hypothetical protein	1.165	1.44244167	0.67324321	0.95128974	1.02779279	0.59991582	0.421	0.4701028	0.25248073	0.27438416	0.205	0.17682247	0.16801831	0.085	0.088389942	0.05139732	0.0438416	0.071	0.05428368	0.036	0.02786799	0.04115496	0.03337992	0.0655754	0.12131249	0.22	0.50424412	0.80502288	1.109	1.24878975	1.83744992	1.93455998	2.79798085	4.26632188	4.58588403	3.81709485	3.70368701	3.94014058	2.8887953	2.60553852	1.7068742	2.07039163	1.3468222	1.44064641	1.5873935	1.2524406
opff72420	MAL6P1.178	hypothetical protein	2.33	1.89807184	1.47140955	0.78430807	0.83660384	0.80031053	0.597	0.51273175	0.57654101	0.40078583	0.253	0.25426297	0.2762335	0.054	0.004209045	0.13199767	0.14577332	0.024		0.255	0.08546184	0.1730379	0.09743328	0.3830563	0.2377069	0.246	0.43767726	0.52443025	0.712	1.03664599	1.48384166	1.68780492	2.14681806	3.06938152	3.03827097	2.25509822	2.72772423	3.586293	3.12308352	4.59977277	3.1612379	3.5876251	2.3216322	1.92430024	2.2180707	1.8320638
n134_73	PF14_0607	hypothetical protein	1.355	1.30528764	0.76211467	1.00442036	0.79763539	0.63162385	0.484	0.52812556	0.38652975	0.33296055	0.234	0.16520641	0.13811675	0.074	0.100175273	0.06191041	0.05260992	0.078	0.07155576	0.044	0.03715732	0.03647826	0.02886912	0.0711733	0.14590286	0.224	0.34781196	0.71089435	0.905	1.61816075	2.02785433	2.39928213	2.61042289	3.17927163	4.77442564	3.83723768	3.65135631	3.58748834	2.45092672	2.24188416	1.5964009	1.52381868	1.5730148	1.13005362	1.3532498	1.1831132
e11111_1	PFE0075c	rhoptry-associated protein, putative	1.436	1.11001749	0.63802999	1.00695035	0.65759259	0.6341605	0.551	0.44405175	0.52578461	0.26205228	0.215	0.12261412	0.1153346	0.08	0.072395576	0.03504363	0.0383614	0.079	0.0246744	0.053	0.02322333	0.02057748	0.03698856	0.0759715	0.1245912	0.26	0.39524085	0.75571746	0.843	1.70693017	2.2961089	2.64192452	3.02305044	3.92264595	3.70209474	3.66327552	5.58889078	4.354955	2.99342884	4.0588531	1.9168949	1.6436697	1.6132013	1.3592734	1.5962053	1.2979012
j181_9	PF10_0119	hypothetical protein	1.345	1.38432548	0.56760356	1.07526108	0.75623143	0.6151357	0.424	0.454709	0.38262542	0.24663743	0.192	0.1445556	0.12530179	0.064	0.075762813	0.04322048		0.095		0.042	0.02972586	0.04021962	0.05232528	0.0727727	0.13114864	0.216	0.3985692	0.73240943	0.941	1.27361509	1.95281816	2.30304756	2.73546168	3.2665374	3.10995605	3.07455126	4.4964931	3.89471407	2.85126371	2.55600854	1.8926151	1.72400931	1.7693546	1.89793996	2.2092589	1.4342832
j267_1	PF10_0094	hypothetical protein	1.435	1.37037766	0.92141257	0.97279499	0.6113175	0.75084604	0.571	0.57193867	0.46591804	0.3761221	0.412	0.18972922	0.1865288	0.311	0.184356168	0.07475975	0.07343468	0.236	0.09376272	0.164	0.08267504	0.08698662	0.15156288	0.1799325	0.23606754	0.41	0.5167254	0.8937726	1.176	1.19161627	1.7914902	1.9699282	2.74700356	3.17388499	3.60389603	3.44994302	3.0325491	2.86903451	1.75374904	2.70068835	1.6231087	1.8293728	1.6166459	1.75811591	2.155129	1.4729247
j116_5	PF10_0348	hypothetical protein	2.471	2.06312152	0.9951927	1.21820752	1.0107441	1.02226672	0.527	0.50207451	0.44509488	0.28979898	0.242	0.20779867	0.20076765	0.145	0.11701145	0.08293659	0.09973964	0.105	0.05839608	0.051	0.06316745	0.08698662	0.17952984	0.2119205	0.31147802	0.458	0.55333721	0.80322998	0.908	1.12992905	1.5391809	2.03490704	2.64023971	2.78711468	2.47951979	2.3484884	2.99984245	3.95089953	3.50977257	4.39513558	2.6926364	2.85930036	2.3308175	1.92659241	2.8374185	1.5843034
b457	PFB0680w	hypothetical protein	1.165	0.98913603	0.68665779	0.72358747	0.6113175	0.6531853	0.416	0.38839727	0.32275885	0.22968112	0.215	0.14842763	0.18083327	0.181	0.205401398	0.05256545	0.05151388	0.337	0.04770384	0.077	0.04273092	0.0514437	0.07127064	0.07997	0.16639483	0.353	0.4326847	0.99507283	1.316	1.82202937	1.28218174	2.10646613	2.51520115	3.01982323	3.38785865	3.5085409	3.5519285	3.54206212	2.45888793	3.10344546	1.7869977	1.78459329	1.7337608	1.95524486	1.9965154	1.4126894
b456	PFB0680w	hypothetical protein	1.305	1.24135985	0.76295312	0.68057698	0.73309393	0.6468437	0.409	0.49615382	0.30323714	0.32525312	0.175	0.15617167	0.17656161	0.093	0.1868816	0.03971612	0.03945744	0.223	0.02796432		0.02322333	0.0374136	0.04420584	0.0647757	0.15000126	0.254	0.38359164	0.83191671	1.198	1.6738296	1.35534213	1.87862876	2.50462103	2.97672911	3.94660982	4.21262944	3.60033439	3.98795777	3.05370682	2.94964174	1.6995902	1.77800808	1.7486873	1.77301521	1.5181574	1.2876726
opfn0272	PF14_0346	cGMP-dependent protein kinase 1, beta isozyme, putative	1.676	1.22973664	0.8417636	0.94875975	0.65150377	0.69123497	0.673	0.64653935	0.63120181	0.47477707	0.297	0.36913307	0.4186219	0.203	0.16246914	0.18806748	0.24222484	0.188	0.12995185	0.093	0.16999474	0.24599443	0.24899615	0.2862926	0.35656037	0.591	0.57330726	0.86329291	0.942	1.4060169	1.8271324	1.97321822	2.54982726	2.98211575	2.48541153	2.78339357	3.19084844	3.8743918	3.06621753	3.58310442	2.1463396	1.75298419	1.8302085	1.2205955	1.5118632	1.2513041
l2_48	PFL0300c	phosphoesterase, putative	1.404	1.19951624	0.60952407	0.79695818	0.65637477	0.71152807	0.48	0.51273175	0.50235855	0.31600422	0.254	0.19618259	0.22070202	0.16	0.167519992	0.08293659	0.10193172	0.173	0.0575736	0.117	0.08824863	0.0888573	0.1308132	0.1391478	0.17049324	0.291	0.42935635	0.74944225	1.023	1.17657062	2.18636853	2.03408458	2.83453072	3.68347323	3.13843375	3.07546678	4.91121173	3.58509766	2.84102775	2.54167101	1.714158	1.90049299	1.4880491	1.44179256	1.4803923	1.2308468
f55215_1	MAL8P1.73	hypothetical protein	1.251	1.02633034	0.74450809	0.97532506	0.72944061	0.61006241	0.513	0.49260142	0.4789325	0.30367234	0.204	0.21167071	0.16232278	0.143	0.131322207	0.08877719	0.10850796	0.077	0.06744336	0.057	0.05945171	0.06360312	0.04781448	0.0783706	0.12868961	0.282	0.44849433	0.74944225	0.934	1.62944489	2.24639742	2.40092705	2.57868231	3.96143071	4.36199061	4.22087002	5.2552847	4.56774197	2.80463368	2.81017554	1.8258454	1.42899171	1.49379	0.91917138	1.312967	1.1274239
j120_6	PF10_0034	hypothetical protein	1.18	1.46452571	0.83086431	0.81466836	0.78667558	0.88021478	0.587	0.60864693	0.42166883	0.54568534	0.496	0.33944754	0.36451432	0.398	0.394808431	0.22895171	0.31127537	0.34	0.37916328	0.352	0.20250739	0.18987401	0.17050824	0.3806572	0.49016803	0.483	0.80878759	0.98162592	1.212	1.16829548	1.52511162	1.43693718	2.48153681	3.20081869	3.41535419	2.60851589	2.17694635	2.36456257	1.8890902	1.87692631	1.6595284	1.85307943	1.2101881	1.37073438	1.5320046	1.1478811
kn5587_1	MAL7P1.119	hypothetical protein	1.175	1.24252222	0.64473728	0.62618144	0.73552942	0.61386736	0.369	0.54588761	0.22905467	0.32525312	0.172	0.19876395	0.20361542	0.096	0.091757179	0.07475975	0.09645152	0.098	0.0493488	0.08	0.04458878	0.06266778	0.04871664	0.0751718	0.16967355	0.205	0.4210355	0.8588106	0.99	1.23223956	1.67987383	1.58334519	2.91340129	3.74703713	4.23924211	4.16593467	3.59248477	4.54502872	3.31642791	3.22596685	1.6218946	2.13624372	1.2492264	1.79249885	1.7573365	1.3717748
d49176_6	PFD0230c	protease, putative	1.497	1.42151986	0.74450809	0.73497252	0.67098796	0.61006241	0.406	0.46299796	0.30974439	0.34375094	0.223	0.18456653	0.19364823	0.111	0.109435166	0.0665829	0.06357032	0.102	0.061686	0.055	0.03901519	0.04863768	0.04601016	0.0975634	0.16557516	0.231	0.41770715	0.71089435	0.943	1.12391077	1.51385611	1.79308711	2.64312524	3.59620772	3.99472703	3.28422123	3.45511734	4.10032841	3.41878697	2.80496193	1.9096109	2.05985527	1.3606003	1.47502935	1.4325565	1.4149624
f45048_2	MAL8P1.150	hypothetical protein	1.134	1.1111798	0.79900474	0.72991253	0.62593069	0.67855177	0.491	0.66903797	0.29933282	0.3668732	0.285	0.28136714	0.30755895	0.136	0.179305317	0.09228156	0.082203	0.212	0.1069224	0.095	0.0845329	0.10662876	0.10645488	0.1631388	0.29180573	0.278	0.43601305	0.81309104	0.927	1.12466309	0.95202228	1.39252125	2.38054401	2.78819222	3.34170528	3.21646768	2.78921241	3.67714573	2.46343716	3.00829578	1.6583145	1.53962331	1.3893051	1.56213298	1.675512	1.2853996
d49176_39	PFD0295c	hypothetical protein	1.19	1.19021778	0.61623136	0.74256265	0.89505656	0.66586849	0.474	0.59443725	0.30584004	0.35916576	0.234	0.21167071	0.23066921	0.209	0.161627329	0.1168121	0.14248519	0.145	0.09623016	0.104	0.0817461	0.10008138	0.06675984	0.1247532	0.15164062	0.279	0.54751258	0.88929029	0.93	1.24653289	1.68925335	1.71906046	2.77008779	3.40012912	3.81993342	2.86305002	3.08749582	3.26830832	2.74776741	2.60553852	1.6777383	2.07697684	1.3628968	1.23893299	1.4766158	1.1069666
